burnout_level,profile_type,high_burnout,age_norm,experience_years_norm,daily_work_hours_norm,sleep_hours_norm,caffeine_intake_norm,bugs_per_day_norm,commits_per_day_norm,meetings_per_day_norm,screen_time_norm,exercise_hours_norm,stress_level_norm,sleep_quality_norm,workload_index_norm,age_scaled_norm,experience_years_scaled_norm,daily_work_hours_scaled_norm,sleep_hours_scaled_norm,caffeine_intake_scaled_norm,bugs_per_day_scaled_norm,commits_per_day_scaled_norm,meetings_per_day_scaled_norm,screen_time_scaled_norm,exercise_hours_scaled_norm,stress_level_scaled_norm
Medium,Riesgo,0,0.625,0.68421,0.633,0.484,0.14286,0.47368,0.89655,0.44444,0.54225,0.675,0.4451,0.24277,0.76316,0.625,0.68421,0.633,0.484,0.14286,0.47368,0.89655,0.44444,0.54225,0.675,0.4451
Medium,Riesgo,0,0.375,1.0,0.689,0.132,0.28571,1.0,0.03448,0.11111,0.56112,0.185,0.6994,0.11753,0.18291,0.375,1.0,0.689,0.132,0.28571,1.0,0.03448,0.11111,0.56112,0.185,0.6994
Medium,Riesgo,0,0.45833,0.15789,0.658,0.474,0.14286,0.26316,1.0,0.44444,0.56112,0.52,0.4972,0.23208,0.83189,0.45833,0.15789,0.658,0.474,0.14286,0.26316,1.0,0.44444,0.56112,0.52,0.4972
Medium,Riesgo,0,0.5,0.36842,0.603,0.462,0.0,0.21053,0.37931,1.0,0.5685,0.51,0.5889,0.2253,0.54536,0.5,0.36842,0.603,0.462,0.0,0.21053,0.37931,1.0,0.5685,0.51,0.5889
Low,Riesgo,0,0.125,0.36842,0.414,0.884,0.42857,0.05263,0.86207,0.22222,0.53486,0.835,0.1353,0.38289,0.65342,0.125,0.36842,0.414,0.884,0.42857,0.05263,0.86207,0.22222,0.53486,0.835,0.1353
High,Riesgo,1,0.25,0.78947,0.373,0.296,0.42857,1.0,0.93103,1.0,0.50779,0.61,0.8231,0.19074,0.83506,0.25,0.78947,0.373,0.296,0.42857,1.0,0.93103,1.0,0.50779,0.61,0.8231
Low,Riesgo,0,0.875,0.47368,0.565,0.56,0.28571,0.05263,0.03448,0.11111,0.50533,0.915,0.1915,0.28467,0.15669,0.875,0.47368,0.565,0.56,0.28571,0.05263,0.03448,0.11111,0.50533,0.915,0.1915
Low,Riesgo,0,0.04167,0.84211,0.064,0.744,0.0,0.21053,0.44828,0.33333,0.16325,0.63,0.0679,0.60591,0.3468,0.04167,0.84211,0.064,0.744,0.0,0.21053,0.44828,0.33333,0.16325,0.63,0.0679
High,Riesgo,1,0.58333,0.0,0.876,0.596,0.71429,0.10526,0.62069,1.0,0.78425,0.025,0.8281,0.19549,0.75111,0.58333,0.0,0.876,0.596,0.71429,0.10526,0.62069,1.0,0.78425,0.025,0.8281
Medium,Riesgo,0,0.29167,0.89474,0.825,0.954,0.57143,0.26316,0.65517,0.88889,0.79327,0.38,0.5225,0.29227,0.74033,0.29167,0.89474,0.825,0.954,0.57143,0.26316,0.65517,0.88889,0.79327,0.38,0.5225
Medium,Riesgo,0,0.25,0.47368,0.346,0.602,0.14286,0.52632,0.17241,0.66667,0.42576,0.7,0.3949,0.33925,0.3007,0.25,0.47368,0.346,0.602,0.14286,0.52632,0.17241,0.66667,0.42576,0.7,0.3949
Medium,Riesgo,0,0.58333,0.15789,0.567,0.902,0.71429,0.21053,0.72414,1.0,0.48646,0.475,0.5094,0.41599,0.74921,0.58333,0.15789,0.567,0.902,0.71429,0.21053,0.72414,1.0,0.48646,0.475,0.5094
High,Riesgo,1,0.91667,0.0,0.932,0.246,0.85714,0.89474,0.62069,0.88889,0.9959,0.42,1.0,0.05799,0.74181,0.91667,0.0,0.932,0.246,0.85714,0.89474,0.62069,0.88889,0.9959,0.42,1.0
Medium,Riesgo,0,0.54167,0.15789,0.272,0.56,0.14286,0.68421,0.55172,0.22222,0.45939,0.67,0.4578,0.30621,0.43307,0.54167,0.15789,0.272,0.56,0.14286,0.68421,0.55172,0.22222,0.45939,0.67,0.4578
Medium,Riesgo,0,0.29167,0.15789,0.742,0.544,0.28571,0.47368,0.06897,0.11111,0.5726,0.285,0.5665,0.25097,0.21527,0.29167,0.15789,0.742,0.544,0.28571,0.47368,0.06897,0.11111,0.5726,0.285,0.5665
Low,Riesgo,0,0.45833,0.15789,0.083,0.99,1.0,0.10526,0.65517,0.88889,0.22806,0.91,0.2268,0.6574,0.58342,0.45833,0.15789,0.083,0.99,1.0,0.10526,0.65517,0.88889,0.22806,0.91,0.2268
Medium,Riesgo,0,0.5,0.84211,0.523,0.204,0.28571,0.78947,0.82759,0.55556,0.36916,0.415,0.6323,0.21091,0.71876,0.5,0.84211,0.523,0.204,0.28571,0.78947,0.82759,0.55556,0.36916,0.415,0.6323
High,Riesgo,1,0.41667,0.42105,0.884,0.14,0.85714,0.78947,0.31034,1.0,0.67022,0.63,1.0,0.09235,0.56249,0.41667,0.42105,0.884,0.14,0.85714,0.78947,0.31034,1.0,0.67022,0.63,1.0
Low,Riesgo,0,0.66667,0.94737,0.552,0.612,0.28571,0.52632,0.7931,0.33333,0.69647,0.98,0.3334,0.22746,0.66145,0.66667,0.94737,0.552,0.612,0.28571,0.52632,0.7931,0.33333,0.69647,0.98,0.3334
Medium,Riesgo,0,0.66667,0.63158,0.616,0.224,1.0,0.15789,0.41379,0.33333,0.50533,0.785,0.53795,0.16626,0.44238,0.66667,0.63158,0.616,0.224,1.0,0.15789,0.41379,0.33333,0.50533,0.785,0.53795
High,Riesgo,1,0.95833,0.15789,0.908,0.64,0.85714,0.52632,0.65517,1.0,0.78097,0.53,0.975,0.20877,0.77902,0.95833,0.15789,0.908,0.64,0.85714,0.52632,0.65517,1.0,0.78097,0.53,0.975
Medium,Riesgo,0,0.125,0.21053,0.715,0.972,0.71429,0.36842,0.75862,1.0,0.73585,0.86,0.5759,0.31902,0.80165,0.125,0.21053,0.715,0.972,0.71429,0.36842,0.75862,1.0,0.73585,0.86,0.5759
High,Riesgo,1,0.83333,0.63158,0.696,0.946,0.71429,0.78947,0.96552,0.55556,0.77769,0.56,0.7693,0.29568,0.83992,0.83333,0.63158,0.696,0.946,0.71429,0.78947,0.96552,0.55556,0.77769,0.56,0.7693
High,Riesgo,1,0.29167,0.78947,0.586,0.232,0.28571,0.36842,0.96552,0.66667,0.69565,0.44,0.7458,0.11407,0.83781,0.29167,0.78947,0.586,0.232,0.28571,0.36842,0.96552,0.66667,0.69565,0.44,0.7458
High,Riesgo,1,0.16667,0.21053,0.633,0.17,0.71429,0.42105,0.82759,1.0,0.45529,0.875,0.7383,0.16403,0.8266,0.16667,0.21053,0.633,0.17,0.71429,0.42105,0.82759,1.0,0.45529,0.875,0.7383
High,Riesgo,1,0.625,0.36842,0.804,0.56,0.28571,0.68421,0.58621,0.44444,0.85726,0.025,0.7931,0.16589,0.60901,0.625,0.36842,0.804,0.56,0.28571,0.68421,0.58621,0.44444,0.85726,0.025,0.7931
High,Riesgo,1,0.125,0.78947,0.979,0.586,1.0,0.36842,0.62069,0.77778,1.0,0.405,0.8172,0.13922,0.7306,0.125,0.78947,0.979,0.586,1.0,0.36842,0.62069,0.77778,1.0,0.405,0.8172
High,Riesgo,1,0.875,0.0,0.499,0.662,0.71429,0.78947,0.48276,1.0,0.77687,0.345,0.948,0.21618,0.5868,0.875,0.0,0.499,0.662,0.71429,0.78947,0.48276,1.0,0.77687,0.345,0.948
Low,Riesgo,0,0.58333,0.26316,0.708,0.742,0.28571,0.05263,0.24138,0.0,0.66776,0.715,0.2213,0.27708,0.29266,0.58333,0.26316,0.708,0.742,0.28571,0.05263,0.24138,0.0,0.66776,0.715,0.2213
Medium,Riesgo,0,0.45833,0.52632,0.136,0.6,0.57143,1.0,0.58621,0.0,0.07711,0.015,0.5425,0.62896,0.38317,0.45833,0.52632,0.136,0.6,0.57143,1.0,0.58621,0.0,0.07711,0.015,0.5425
High,Riesgo,1,0.16667,0.78947,0.817,0.112,1.0,0.94737,0.2069,0.33333,0.67842,0.66,0.8956,0.08196,0.358,0.16667,0.78947,0.817,0.112,1.0,0.94737,0.2069,0.33333,0.67842,0.66,0.8956
High,Riesgo,1,0.5,0.21053,0.736,0.79,0.57143,1.0,0.75862,0.77778,0.69401,0.345,0.8181,0.2816,0.7638,0.5,0.21053,0.736,0.79,0.57143,1.0,0.75862,0.77778,0.69401,0.345,0.8181
High,Riesgo,1,0.625,0.78947,0.77,0.08,0.85714,1.0,0.34483,0.77778,0.84495,0.1,1.0,0.04069,0.51723,0.625,0.78947,0.77,0.08,0.85714,1.0,0.34483,0.77778,0.84495,0.1,1.0
Medium,Riesgo,0,0.54167,0.31579,0.231,0.02,0.14286,0.94737,0.06897,0.55556,0.38228,0.98,0.6498,0.13199,0.1918,0.54167,0.31579,0.231,0.02,0.14286,0.94737,0.06897,0.55556,0.38228,0.98,0.6498
High,Riesgo,1,0.375,0.94737,0.903,0.77,0.85714,0.94737,0.03448,0.44444,0.83265,0.21,0.8366,0.22889,0.2916,0.375,0.94737,0.903,0.77,0.85714,0.94737,0.03448,0.44444,0.83265,0.21,0.8366
Medium,Riesgo,0,0.25,0.0,0.097,0.548,0.14286,0.89474,0.62069,1.0,0.26661,0.35,0.4556,0.41718,0.58638,0.25,0.0,0.097,0.548,0.14286,0.89474,0.62069,1.0,0.26661,0.35,0.4556
High,Riesgo,1,0.5,0.42105,0.254,0.698,0.85714,0.63158,0.93103,1.0,0.38884,0.205,0.7544,0.39793,0.8099,0.5,0.42105,0.254,0.698,0.85714,0.63158,0.93103,1.0,0.38884,0.205,0.7544
Medium,Riesgo,0,0.79167,0.89474,0.663,0.382,0.28571,0.84211,0.7931,0.11111,0.66366,0.66,0.3968,0.16816,0.64263,0.79167,0.89474,0.663,0.382,0.28571,0.84211,0.7931,0.11111,0.66366,0.66,0.3968
Low,Riesgo,0,0.16667,0.63158,0.674,0.012,0.57143,0.0,0.93103,0.44444,0.55455,0.785,0.3059,0.07894,0.79298,0.16667,0.63158,0.674,0.012,0.57143,0.0,0.93103,0.44444,0.55455,0.785,0.3059
Medium,Riesgo,0,0.08333,0.73684,0.313,0.332,0.71429,0.21053,0.82759,0.44444,0.30025,0.86,0.5607,0.29913,0.6532,0.08333,0.73684,0.313,0.332,0.71429,0.21053,0.82759,0.44444,0.30025,0.86,0.5607
Medium,Riesgo,0,0.58333,0.10526,0.702,0.608,0.28571,1.0,0.34483,0.11111,0.55947,0.51,0.5132,0.27765,0.37598,0.58333,0.10526,0.702,0.608,0.28571,1.0,0.34483,0.11111,0.55947,0.51,0.5132
Medium,Riesgo,0,0.125,0.47368,0.388,0.226,0.57143,0.63158,0.24138,0.77778,0.25021,0.525,0.6225,0.28044,0.37302,0.125,0.47368,0.388,0.226,0.57143,0.63158,0.24138,0.77778,0.25021,0.525,0.6225
Low,Riesgo,0,0.58333,0.42105,0.0,0.688,0.42857,0.26316,0.34483,1.0,0.0,0.665,0.201,0.80067,0.3967,0.58333,0.42105,0.0,0.688,0.42857,0.26316,0.34483,1.0,0.0,0.665,0.201
Low,Riesgo,0,0.54167,0.63158,0.163,0.794,0.57143,0.47368,0.03448,0.44444,0.31255,0.63,0.0503,0.49086,0.13512,0.54167,0.63158,0.163,0.794,0.57143,0.47368,0.03448,0.44444,0.31255,0.63,0.0503
Medium,Riesgo,0,0.79167,0.78947,0.883,0.454,0.0,0.47368,0.37931,0.44444,0.66448,0.715,0.4989,0.19001,0.49884,0.79167,0.78947,0.883,0.454,0.0,0.47368,0.37931,0.44444,0.66448,0.715,0.4989
Low,Riesgo,0,0.75,0.10526,0.223,0.876,0.57143,0.26316,0.96552,0.0,0.24364,0.77,0.1058,0.58772,0.63417,0.75,0.10526,0.223,0.876,0.57143,0.26316,0.96552,0.0,0.24364,0.77,0.1058
Low,Riesgo,0,0.5,0.73684,0.113,0.854,0.0,0.0,0.27586,0.0,0.34537,0.095,0.0,0.49096,0.18799,0.5,0.73684,0.113,0.854,0.0,0.0,0.27586,0.0,0.34537,0.095,0.0
Medium,Riesgo,0,0.375,0.84211,0.682,0.878,0.14286,0.89474,0.17241,0.0,0.74979,0.17,0.6587,0.2866,0.24487,0.375,0.84211,0.682,0.878,0.14286,0.89474,0.17241,0.0,0.74979,0.17,0.6587
Medium,Riesgo,0,0.83333,0.68421,0.441,0.662,0.57143,0.31579,0.37931,0.77778,0.53733,0.735,0.4272,0.30563,0.46881,0.83333,0.68421,0.441,0.662,0.57143,0.31579,0.37931,0.77778,0.53733,0.735,0.4272
Medium,Riesgo,0,0.16667,0.31579,0.797,0.304,0.42857,0.47368,0.58621,1.0,0.6735,0.475,0.6552,0.14153,0.71326,0.16667,0.31579,0.797,0.304,0.42857,0.47368,0.58621,1.0,0.6735,0.475,0.6552
Medium,Riesgo,0,0.91667,1.0,0.861,0.482,0.71429,0.57895,0.82759,0.11111,0.8466,0.425,0.6868,0.14778,0.70565,0.91667,1.0,0.861,0.482,0.71429,0.57895,0.82759,0.11111,0.8466,0.425,0.6868
High,Riesgo,1,0.79167,0.78947,0.846,0.71,0.57143,0.73684,0.13793,0.77778,0.78671,0.455,0.9829,0.22657,0.40643,0.79167,0.78947,0.846,0.71,0.57143,0.73684,0.13793,0.77778,0.78671,0.455,0.9829
High,Riesgo,1,0.79167,0.36842,0.313,0.21,0.71429,0.84211,0.72414,0.55556,0.3913,0.37,0.8401,0.20387,0.61091,0.79167,0.36842,0.313,0.21,0.71429,0.84211,0.72414,0.55556,0.3913,0.37,0.8401
Medium,Riesgo,0,1.0,0.15789,0.506,0.738,0.57143,0.10526,0.55172,0.44444,0.48728,0.59,0.4246,0.35672,0.52485,1.0,0.15789,0.506,0.738,0.57143,0.10526,0.55172,0.44444,0.48728,0.59,0.4246
Medium,Riesgo,0,0.20833,1.0,0.65,0.548,0.57143,0.73684,0.51724,0.55556,0.63659,0.325,0.5966,0.22845,0.5553,0.20833,1.0,0.65,0.548,0.57143,0.73684,0.51724,0.55556,0.63659,0.325,0.5966
Low,Riesgo,0,0.125,0.73684,0.322,0.096,1.0,0.0,0.37931,0.33333,0.51764,0.635,0.3288,0.11755,0.35906,0.125,0.73684,0.322,0.096,1.0,0.0,0.37931,0.33333,0.51764,0.635,0.3288
Low,Riesgo,0,0.04167,0.21053,0.041,0.558,0.71429,0.52632,0.96552,0.22222,0.07137,0.205,0.3114,0.61149,0.63798,0.04167,0.21053,0.041,0.558,0.71429,0.52632,0.96552,0.22222,0.07137,0.205,0.3114
Medium,Riesgo,0,0.875,0.63158,0.496,0.066,0.71429,0.26316,1.0,0.33333,0.40771,0.76,0.528,0.14128,0.77649,0.875,0.63158,0.496,0.066,0.71429,0.26316,1.0,0.33333,0.40771,0.76,0.528
Medium,Riesgo,0,0.625,0.26316,0.013,0.014,0.28571,0.78947,0.03448,0.88889,0.08696,0.78,0.3678,0.27698,0.18799,0.625,0.26316,0.013,0.014,0.28571,0.78947,0.03448,0.88889,0.08696,0.78,0.3678
High,Riesgo,1,0.70833,0.21053,0.951,0.89,0.57143,0.57895,0.51724,0.77778,0.88187,0.58,0.9951,0.24573,0.66124,0.70833,0.21053,0.951,0.89,0.57143,0.57895,0.51724,0.77778,0.88187,0.58,0.9951
High,Riesgo,1,0.16667,0.84211,0.797,0.49,0.57143,0.73684,0.0,0.77778,0.61116,0.37,1.0,0.21902,0.31148,0.16667,0.84211,0.797,0.49,0.57143,0.73684,0.0,0.77778,0.61116,0.37,1.0
Medium,Riesgo,0,0.875,0.31579,0.192,0.544,1.0,0.89474,0.65517,0.0,0.35111,0.015,0.5054,0.35897,0.4373,0.875,0.31579,0.192,0.544,1.0,0.89474,0.65517,0.0,0.35111,0.015,0.5054
Medium,Riesgo,0,0.125,0.26316,0.288,0.28,0.42857,0.47368,0.03448,0.44444,0.30435,0.12,0.4888,0.27422,0.16156,0.125,0.26316,0.288,0.28,0.42857,0.47368,0.03448,0.44444,0.30435,0.12,0.4888
High,Riesgo,1,0.5,0.05263,0.983,0.542,0.71429,0.57895,0.41379,0.55556,0.87121,0.08,0.8351,0.15766,0.56228,0.5,0.05263,0.983,0.542,0.71429,0.57895,0.41379,0.55556,0.87121,0.08,0.8351
High,Riesgo,1,0.75,0.52632,0.374,0.168,1.0,1.0,0.51724,0.88889,0.45283,0.01,1.0,0.16416,0.56037,0.75,0.52632,0.374,0.168,1.0,1.0,0.51724,0.88889,0.45283,0.01,1.0
High,Riesgo,1,0.91667,0.31579,0.784,0.746,0.71429,0.94737,0.0,1.0,0.82609,0.72,0.8251,0.22439,0.35103,0.91667,0.31579,0.784,0.746,0.71429,0.94737,0.0,1.0,0.82609,0.72,0.8251
Medium,Riesgo,0,0.04167,0.36842,0.447,0.824,0.0,0.21053,0.62069,1.0,0.61936,0.955,0.3646,0.3225,0.66039,0.04167,0.36842,0.447,0.824,0.0,0.21053,0.62069,1.0,0.61936,0.955,0.3646
High,Riesgo,1,0.5,0.21053,0.864,0.856,0.0,0.89474,0.10345,0.55556,0.69483,0.01,0.7061,0.30105,0.3468,0.5,0.21053,0.864,0.856,0.0,0.89474,0.10345,0.55556,0.69483,0.01,0.7061
High,Riesgo,1,0.41667,0.89474,0.499,0.106,0.71429,0.94737,0.65517,0.0,0.62018,0.115,0.8175,0.09367,0.50222,0.41667,0.89474,0.499,0.106,0.71429,0.94737,0.65517,0.0,0.62018,0.115,0.8175
Low,Riesgo,0,0.875,0.78947,0.023,0.558,0.42857,0.57895,0.06897,0.0,0.00328,0.86,0.2508,0.70845,0.04208,0.875,0.78947,0.023,0.558,0.42857,0.57895,0.06897,0.0,0.00328,0.86,0.2508
Low,Riesgo,0,0.125,0.68421,0.294,0.808,1.0,0.0,0.03448,0.66667,0.45939,0.69,0.2121,0.39754,0.20512,0.125,0.68421,0.294,0.808,1.0,0.0,0.03448,0.66667,0.45939,0.69,0.2121
Medium,Riesgo,0,0.875,0.57895,0.558,0.128,0.14286,0.05263,0.37931,0.22222,0.56686,0.405,0.371,0.11461,0.38782,0.875,0.57895,0.558,0.128,0.14286,0.05263,0.37931,0.22222,0.56686,0.405,0.371
Medium,Riesgo,0,0.79167,0.84211,0.926,0.1,0.57143,0.10526,0.7931,0.66667,0.96883,0.995,0.6707,0.02657,0.80398,0.79167,0.84211,0.926,0.1,0.57143,0.10526,0.7931,0.66667,0.96883,0.995,0.6707
Low,Riesgo,0,0.79167,0.21053,0.102,0.816,0.14286,0.57895,0.86207,0.44444,0.33634,0.575,0.1569,0.48193,0.62973,0.79167,0.21053,0.102,0.816,0.14286,0.57895,0.86207,0.44444,0.33634,0.575,0.1569
Medium,Riesgo,0,0.58333,0.68421,0.601,0.796,0.42857,0.68421,0.41379,0.0,0.60295,0.67,0.3725,0.32074,0.37577,0.58333,0.68421,0.601,0.796,0.42857,0.68421,0.41379,0.0,0.60295,0.67,0.3725
Low,Riesgo,0,0.125,0.26316,0.302,0.448,0.14286,0.47368,0.89655,0.77778,0.21575,0.655,0.3252,0.4088,0.75661,0.125,0.26316,0.302,0.448,0.14286,0.47368,0.89655,0.77778,0.21575,0.655,0.3252
Medium,Riesgo,0,0.33333,0.73684,0.889,0.11,0.0,0.15789,0.58621,0.88889,0.77769,0.225,0.5595,0.06092,0.71157,0.33333,0.73684,0.889,0.11,0.0,0.15789,0.58621,0.88889,0.77769,0.225,0.5595
Medium,Riesgo,0,0.25,0.31579,0.765,0.516,0.28571,0.57895,0.13793,0.55556,0.5685,0.49,0.6646,0.24327,0.34701,0.25,0.31579,0.765,0.516,0.28571,0.57895,0.13793,0.55556,0.5685,0.49,0.6646
Low,Riesgo,0,0.75,0.68421,0.37,0.394,0.14286,0.36842,0.75862,0.11111,0.51189,0.215,0.3225,0.2236,0.55953,0.75,0.68421,0.37,0.394,0.14286,0.36842,0.75862,0.11111,0.51189,0.215,0.3225
Low,Riesgo,0,0.75,0.89474,0.167,0.518,0.28571,0.0,0.82759,0.88889,0.07219,0.51,0.0973,0.58673,0.70691,0.75,0.89474,0.167,0.518,0.28571,0.0,0.82759,0.88889,0.07219,0.51,0.0973
Low,Riesgo,0,0.20833,0.0,0.011,0.44,0.14286,0.21053,0.37931,0.11111,0.1329,0.03,0.0392,0.47634,0.251,0.20833,0.0,0.011,0.44,0.14286,0.21053,0.37931,0.11111,0.1329,0.03,0.0392
Medium,Riesgo,0,0.20833,0.26316,0.621,0.568,1.0,0.0,0.62069,0.55556,0.47334,0.38,0.4663,0.30238,0.6126,0.20833,0.26316,0.621,0.568,1.0,0.0,0.62069,0.55556,0.47334,0.38,0.4663
High,Riesgo,1,0.79167,0.10526,0.406,0.728,0.42857,0.73684,0.0,1.0,0.26497,0.37,0.7512,0.50025,0.27109,0.79167,0.10526,0.406,0.728,0.42857,0.73684,0.0,1.0,0.26497,0.37,0.7512
Medium,Riesgo,0,0.58333,0.21053,0.315,0.774,0.28571,0.63158,0.27586,0.33333,0.27153,0.29,0.5562,0.51554,0.29414,0.58333,0.21053,0.315,0.774,0.28571,0.63158,0.27586,0.33333,0.27153,0.29,0.5562
High,Riesgo,1,0.58333,0.57895,0.986,0.648,0.14286,0.63158,0.0,0.55556,0.91961,0.08,0.8447,0.17307,0.30916,0.58333,0.57895,0.986,0.648,0.14286,0.63158,0.0,0.55556,0.91961,0.08,0.8447
Low,Riesgo,0,1.0,0.52632,0.466,0.198,0.42857,0.15789,0.7931,0.33333,0.33634,0.77,0.2287,0.2232,0.64326,1.0,0.52632,0.466,0.198,0.42857,0.15789,0.7931,0.33333,0.33634,0.77,0.2287
Medium,Riesgo,0,0.79167,0.63158,0.75,0.398,0.85714,0.73684,0.58621,0.22222,0.74651,0.42,0.6609,0.14981,0.5553,0.79167,0.63158,0.75,0.398,0.85714,0.73684,0.58621,0.22222,0.74651,0.42,0.6609
Medium,Riesgo,0,0.33333,0.78947,0.177,0.072,0.85714,0.57895,0.75862,0.77778,0.29532,0.815,0.5899,0.1879,0.64559,0.33333,0.78947,0.177,0.072,0.85714,0.57895,0.75862,0.77778,0.29532,0.815,0.5899
Low,Riesgo,0,0.125,0.89474,0.013,0.452,0.71429,0.36842,0.48276,0.44444,0.50533,0.835,0.1874,0.24661,0.3783,0.125,0.89474,0.013,0.452,0.71429,0.36842,0.48276,0.44444,0.50533,0.835,0.1874
Medium,Riesgo,0,0.70833,0.84211,0.418,0.97,1.0,0.78947,0.06897,0.0,0.56768,0.215,0.4695,0.39476,0.12561,0.70833,0.84211,0.418,0.97,1.0,0.78947,0.06897,0.0,0.56768,0.215,0.4695
High,Riesgo,1,0.70833,0.84211,0.666,0.642,0.85714,0.57895,0.17241,0.77778,0.66202,0.42,0.8354,0.24856,0.38951,0.70833,0.84211,0.666,0.642,0.85714,0.57895,0.17241,0.77778,0.66202,0.42,0.8354
Low,Riesgo,0,0.16667,0.52632,0.507,0.154,0.0,0.26316,0.72414,0.22222,0.60541,0.72,0.3335,0.11278,0.5885,0.16667,0.52632,0.507,0.154,0.0,0.26316,0.72414,0.22222,0.60541,0.72,0.3335
High,Riesgo,1,0.79167,1.0,0.89,0.268,0.57143,0.73684,0.10345,0.33333,0.77851,0.5,1.0,0.10511,0.31,0.79167,1.0,0.89,0.268,0.57143,0.73684,0.10345,0.33333,0.77851,0.5,1.0
Medium,Riesgo,0,0.91667,0.47368,0.434,0.064,0.42857,0.31579,0.7931,0.88889,0.47744,0.855,0.4209,0.11804,0.74223,0.91667,0.47368,0.434,0.064,0.42857,0.31579,0.7931,0.88889,0.47744,0.855,0.4209
Medium,Riesgo,0,0.41667,0.78947,0.311,0.492,0.42857,0.21053,0.37931,0.22222,0.31665,0.57,0.356,0.3584,0.33559,0.41667,0.78947,0.311,0.492,0.42857,0.21053,0.37931,0.22222,0.31665,0.57,0.356
Medium,Riesgo,0,0.16667,0.05263,0.916,0.488,0.57143,0.73684,0.37931,0.44444,0.79163,0.63,0.5706,0.16335,0.50582,0.16667,0.05263,0.916,0.488,0.57143,0.73684,0.37931,0.44444,0.79163,0.63,0.5706
Medium,Riesgo,0,0.875,0.84211,0.407,0.344,0.28571,0.57895,0.13793,0.77778,0.50205,0.785,0.4809,0.20979,0.3136,0.875,0.84211,0.407,0.344,0.28571,0.57895,0.13793,0.77778,0.50205,0.785,0.4809
Medium,Riesgo,0,0.125,1.0,0.27,0.204,0.14286,0.52632,0.75862,0.55556,0.24856,0.12,0.5763,0.27119,0.62296,0.125,1.0,0.27,0.204,0.14286,0.52632,0.75862,0.55556,0.24856,0.12,0.5763
Low,Riesgo,0,0.45833,0.47368,0.098,0.146,0.28571,0.15789,0.96552,0.22222,0.13454,0.585,0.0,0.31605,0.65003,0.45833,0.47368,0.098,0.146,0.28571,0.15789,0.96552,0.22222,0.13454,0.585,0.0
High,Riesgo,1,0.04167,0.63158,0.793,0.492,1.0,0.63158,0.68966,0.77778,0.50533,0.085,0.9165,0.26071,0.73356,0.04167,0.63158,0.793,0.492,1.0,0.63158,0.68966,0.77778,0.50533,0.085,0.9165
High,Riesgo,1,0.5,0.57895,0.825,0.558,0.42857,0.89474,0.41379,0.44444,0.89171,0.26,0.7105,0.15683,0.50772,0.5,0.57895,0.825,0.558,0.42857,0.89474,0.41379,0.44444,0.89171,0.26,0.7105
Low,Riesgo,0,0.375,0.73684,0.033,0.842,0.71429,0.36842,0.37931,0.55556,0.01231,0.215,0.2496,0.88018,0.34024,0.375,0.73684,0.033,0.842,0.71429,0.36842,0.37931,0.55556,0.01231,0.215,0.2496
Medium,Riesgo,0,0.33333,0.31579,0.359,0.184,0.85714,0.31579,0.10345,0.22222,0.34947,0.565,0.3632,0.21141,0.17657,0.33333,0.31579,0.359,0.184,0.85714,0.31579,0.10345,0.22222,0.34947,0.565,0.3632
Medium,Riesgo,0,0.375,0.63158,0.75,0.848,0.14286,0.78947,0.17241,0.77778,0.83593,0.845,0.6923,0.24889,0.40727,0.375,0.63158,0.75,0.848,0.14286,0.78947,0.17241,0.77778,0.83593,0.845,0.6923
Medium,Riesgo,0,0.25,0.57895,0.946,0.578,0.85714,0.10526,0.62069,0.33333,0.71042,0.135,0.6737,0.21279,0.63904,0.25,0.57895,0.946,0.578,0.85714,0.10526,0.62069,0.33333,0.71042,0.135,0.6737
High,Riesgo,1,0.125,0.57895,0.378,0.266,0.85714,0.78947,0.17241,0.88889,0.55045,0.77,0.8647,0.16583,0.34976,0.125,0.57895,0.378,0.266,0.85714,0.78947,0.17241,0.88889,0.55045,0.77,0.8647
High,Riesgo,1,0.75,0.05263,0.872,0.274,0.57143,0.78947,0.17241,0.44444,0.94011,0.145,0.9206,0.07438,0.36963,0.75,0.05263,0.872,0.274,0.57143,0.78947,0.17241,0.44444,0.94011,0.145,0.9206
Medium,Riesgo,0,0.375,0.21053,0.394,0.39,0.85714,0.31579,0.34483,0.0,0.38966,0.19,0.4416,0.27569,0.2897,0.375,0.21053,0.394,0.39,0.85714,0.31579,0.34483,0.0,0.38966,0.19,0.4416
Medium,Riesgo,0,0.08333,0.05263,0.179,0.46,1.0,0.63158,0.89655,0.88889,0.2904,0.915,0.5593,0.3613,0.75174,0.08333,0.05263,0.179,0.46,1.0,0.63158,0.89655,0.88889,0.2904,0.915,0.5593
Medium,Riesgo,0,1.0,1.0,0.003,0.082,1.0,0.63158,0.72414,0.77778,0.25677,0.01,0.4798,0.21049,0.58765,1.0,1.0,0.003,0.082,1.0,0.63158,0.72414,0.77778,0.25677,0.01,0.4798
Medium,Riesgo,0,0.83333,0.63158,0.33,0.842,1.0,0.94737,0.44828,0.44444,0.38228,0.195,0.5232,0.4594,0.42419,0.83333,0.63158,0.33,0.842,1.0,0.94737,0.44828,0.44444,0.38228,0.195,0.5232
